ElectionDate	OfficeCode(Text)	DistrictCode(Text)	StatusCode	CountyCode	CountyName	OfficeDescription	PartyOrder	PartyName	PartyDescription	CandidateID	CandidateLastName	CandidateFirstName	CandidateMiddleName	CandidateFormerName	CandidateVotes	WriteIn(W)/Uncommitted(Z)	Recount(*)	Nominated(N)/Elected(E)
11/3/2020	9	0	0	2	ALGER	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			2438			
11/3/2020	9	0	0	2	ALGER	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		2470			
11/3/2020	9	0	0	2	ALGER	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			102			
11/3/2020	9	0	0	2	ALGER	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		74			
11/3/2020	9	0	0	2	ALGER	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			92			
11/3/2020	9	0	0	2	ALGER	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			42			
11/3/2020	9	0	0	2	ALGER	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		142			
11/3/2020	9	0	0	2	ALGER	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			81			
11/3/2020	9	0	0	2	ALGER	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			55			
11/3/2020	9	0	0	3	ALLEGAN	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		20831			
11/3/2020	9	0	0	3	ALLEGAN	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			19627			
11/3/2020	9	0	0	3	ALLEGAN	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			37681			
11/3/2020	9	0	0	3	ALLEGAN	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		38036			
11/3/2020	9	0	0	3	ALLEGAN	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			1684			
11/3/2020	9	0	0	3	ALLEGAN	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		1248			
11/3/2020	9	0	0	3	ALLEGAN	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			868			
11/3/2020	9	0	0	3	ALLEGAN	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			429			
11/3/2020	9	0	0	3	ALLEGAN	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		1788			
11/3/2020	9	0	0	3	ALLEGAN	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			928			
11/3/2020	9	0	0	3	ALLEGAN	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			608			
11/3/2020	9	0	0	4	ALPENA	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		5146			
11/3/2020	9	0	0	4	ALPENA	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			4882			
11/3/2020	9	0	0	4	ALPENA	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			8845			
11/3/2020	9	0	0	4	ALPENA	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		8995			
11/3/2020	9	0	0	4	ALPENA	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			468			
11/3/2020	9	0	0	4	ALPENA	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		270			
11/3/2020	9	0	0	4	ALPENA	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			272			
11/3/2020	9	0	0	4	ALPENA	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			146			
11/3/2020	9	0	0	4	ALPENA	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		591			
11/3/2020	9	0	0	4	ALPENA	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			338			
11/3/2020	9	0	0	4	ALPENA	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			154			
11/3/2020	9	0	0	5	ANTRIM	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		5042			
11/3/2020	9	0	0	5	ANTRIM	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			4798			
11/3/2020	9	0	0	5	ANTRIM	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			8828			
11/3/2020	9	0	0	5	ANTRIM	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		8886			
11/3/2020	9	0	0	5	ANTRIM	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			370			
11/3/2020	9	0	0	5	ANTRIM	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		283			
11/3/2020	9	0	0	5	ANTRIM	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			172			
11/3/2020	9	0	0	5	ANTRIM	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			109			
11/3/2020	9	0	0	5	ANTRIM	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		365			
11/3/2020	9	0	0	5	ANTRIM	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			247			
11/3/2020	9	0	0	5	ANTRIM	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			185			
11/3/2020	9	0	0	6	ARENAC	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		2374			
11/3/2020	9	0	0	6	ARENAC	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			2320			
11/3/2020	9	0	0	6	ARENAC	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			4626			
11/3/2020	9	0	0	6	ARENAC	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		4768			
11/3/2020	9	0	0	6	ARENAC	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			152			
11/3/2020	9	0	0	6	ARENAC	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		136			
11/3/2020	9	0	0	6	ARENAC	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			184			
11/3/2020	9	0	0	6	ARENAC	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			65			
11/3/2020	9	0	0	6	ARENAC	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		326			
11/3/2020	9	0	0	6	ARENAC	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			175			
11/3/2020	9	0	0	6	ARENAC	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			86			
11/3/2020	9	0	0	7	BARAGA	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		1267			
11/3/2020	9	0	0	7	BARAGA	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			1212			
11/3/2020	9	0	0	7	BARAGA	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			2057			
11/3/2020	9	0	0	7	BARAGA	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		2078			
11/3/2020	9	0	0	7	BARAGA	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			83			
11/3/2020	9	0	0	7	BARAGA	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		73			
11/3/2020	9	0	0	7	BARAGA	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			70			
11/3/2020	9	0	0	7	BARAGA	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			26			
11/3/2020	9	0	0	7	BARAGA	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		127			
11/3/2020	9	0	0	7	BARAGA	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			71			
11/3/2020	9	0	0	7	BARAGA	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			42			
11/3/2020	9	0	0	8	BARRY	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		9794			
11/3/2020	9	0	0	8	BARRY	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			9280			
11/3/2020	9	0	0	8	BARRY	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			20254			
11/3/2020	9	0	0	8	BARRY	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		20570			
11/3/2020	9	0	0	8	BARRY	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			984			
11/3/2020	9	0	0	8	BARRY	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		733			
11/3/2020	9	0	0	8	BARRY	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			635			
11/3/2020	9	0	0	8	BARRY	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			264			
11/3/2020	9	0	0	8	BARRY	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		1079			
11/3/2020	9	0	0	8	BARRY	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			567			
11/3/2020	9	0	0	8	BARRY	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			406			
11/3/2020	9	0	0	9	BAY	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		23209			
11/3/2020	9	0	0	9	BAY	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			22385			
11/3/2020	9	0	0	9	BAY	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			26021			
11/3/2020	9	0	0	9	BAY	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		26418			
11/3/2020	9	0	0	9	BAY	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			1446			
11/3/2020	9	0	0	9	BAY	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		952			
11/3/2020	9	0	0	9	BAY	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			1113			
11/3/2020	9	0	0	9	BAY	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			454			
11/3/2020	9	0	0	9	BAY	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		1836			
11/3/2020	9	0	0	9	BAY	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			1055			
11/3/2020	9	0	0	9	BAY	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			615			
11/3/2020	9	0	0	10	BENZIE	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		4704			
11/3/2020	9	0	0	10	BENZIE	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			4482			
11/3/2020	9	0	0	10	BENZIE	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			5741			
11/3/2020	9	0	0	10	BENZIE	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		5822			
11/3/2020	9	0	0	10	BENZIE	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			252			
11/3/2020	9	0	0	10	BENZIE	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		211			
11/3/2020	9	0	0	10	BENZIE	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			132			
11/3/2020	9	0	0	10	BENZIE	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			54			
11/3/2020	9	0	0	10	BENZIE	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		349			
11/3/2020	9	0	0	10	BENZIE	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			194			
11/3/2020	9	0	0	10	BENZIE	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			199			
11/3/2020	9	0	0	11	BERRIEN	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		32237			
11/3/2020	9	0	0	11	BERRIEN	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			30844			
11/3/2020	9	0	0	11	BERRIEN	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			39625			
11/3/2020	9	0	0	11	BERRIEN	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		40064			
11/3/2020	9	0	0	11	BERRIEN	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			2018			
11/3/2020	9	0	0	11	BERRIEN	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		1454			
11/3/2020	9	0	0	11	BERRIEN	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			1200			
11/3/2020	9	0	0	11	BERRIEN	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			495			
11/3/2020	9	0	0	11	BERRIEN	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		2139			
11/3/2020	9	0	0	11	BERRIEN	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			1085			
11/3/2020	9	0	0	11	BERRIEN	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			770			
11/3/2020	9	0	0	12	BRANCH	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		5251			
11/3/2020	9	0	0	12	BRANCH	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			4982			
11/3/2020	9	0	0	12	BRANCH	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			12054			
11/3/2020	9	0	0	12	BRANCH	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		12402			
11/3/2020	9	0	0	12	BRANCH	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			456			
11/3/2020	9	0	0	12	BRANCH	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		308			
11/3/2020	9	0	0	12	BRANCH	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			379			
11/3/2020	9	0	0	12	BRANCH	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			176			
11/3/2020	9	0	0	12	BRANCH	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		569			
11/3/2020	9	0	0	12	BRANCH	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			293			
11/3/2020	9	0	0	12	BRANCH	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			175			
11/3/2020	9	0	0	13	CALHOUN	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		25313			
11/3/2020	9	0	0	13	CALHOUN	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			23944			
11/3/2020	9	0	0	13	CALHOUN	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			30825			
11/3/2020	9	0	0	13	CALHOUN	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		31215			
11/3/2020	9	0	0	13	CALHOUN	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			1704			
11/3/2020	9	0	0	13	CALHOUN	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		1188			
11/3/2020	9	0	0	13	CALHOUN	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			1147			
11/3/2020	9	0	0	13	CALHOUN	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			459			
11/3/2020	9	0	0	13	CALHOUN	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		2026			
11/3/2020	9	0	0	13	CALHOUN	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			1035			
11/3/2020	9	0	0	13	CALHOUN	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			660			
11/3/2020	9	0	0	14	CASS	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		7938			
11/3/2020	9	0	0	14	CASS	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			7476			
11/3/2020	9	0	0	14	CASS	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			14842			
11/3/2020	9	0	0	14	CASS	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		14948			
11/3/2020	9	0	0	14	CASS	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			606			
11/3/2020	9	0	0	14	CASS	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		417			
11/3/2020	9	0	0	14	CASS	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			460			
11/3/2020	9	0	0	14	CASS	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			164			
11/3/2020	9	0	0	14	CASS	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		700			
11/3/2020	9	0	0	14	CASS	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			363			
11/3/2020	9	0	0	14	CASS	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			224			
11/3/2020	9	0	0	15	CHARLEVOIX	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		5822			
11/3/2020	9	0	0	15	CHARLEVOIX	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			5508			
11/3/2020	9	0	0	15	CHARLEVOIX	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			8806			
11/3/2020	9	0	0	15	CHARLEVOIX	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		8847			
11/3/2020	9	0	0	15	CHARLEVOIX	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			381			
11/3/2020	9	0	0	15	CHARLEVOIX	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		291			
11/3/2020	9	0	0	15	CHARLEVOIX	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			212			
11/3/2020	9	0	0	15	CHARLEVOIX	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			86			
11/3/2020	9	0	0	15	CHARLEVOIX	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		425			
11/3/2020	9	0	0	15	CHARLEVOIX	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			208			
11/3/2020	9	0	0	15	CHARLEVOIX	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			228			
11/3/2020	9	0	0	16	CHEBOYGAN	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		4615			
11/3/2020	9	0	0	16	CHEBOYGAN	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			4384			
11/3/2020	9	0	0	16	CHEBOYGAN	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			8727			
11/3/2020	9	0	0	16	CHEBOYGAN	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		8813			
11/3/2020	9	0	0	16	CHEBOYGAN	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			382			
11/3/2020	9	0	0	16	CHEBOYGAN	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		266			
11/3/2020	9	0	0	16	CHEBOYGAN	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			240			
11/3/2020	9	0	0	16	CHEBOYGAN	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			124			
11/3/2020	9	0	0	16	CHEBOYGAN	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		451			
11/3/2020	9	0	0	16	CHEBOYGAN	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			242			
11/3/2020	9	0	0	16	CHEBOYGAN	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			135			
11/3/2020	9	0	0	17	CHIPPEWA	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		5697			
11/3/2020	9	0	0	17	CHIPPEWA	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			5466			
11/3/2020	9	0	0	17	CHIPPEWA	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			8918			
11/3/2020	9	0	0	17	CHIPPEWA	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		8990			
11/3/2020	9	0	0	17	CHIPPEWA	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			488			
11/3/2020	9	0	0	17	CHIPPEWA	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		369			
11/3/2020	9	0	0	17	CHIPPEWA	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			298			
11/3/2020	9	0	0	17	CHIPPEWA	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			163			
11/3/2020	9	0	0	17	CHIPPEWA	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		554			
11/3/2020	9	0	0	17	CHIPPEWA	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			312			
11/3/2020	9	0	0	17	CHIPPEWA	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			228			
11/3/2020	9	0	0	18	CLARE	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		4509			
11/3/2020	9	0	0	18	CLARE	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			4340			
11/3/2020	9	0	0	18	CLARE	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			9141			
11/3/2020	9	0	0	18	CLARE	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		9258			
11/3/2020	9	0	0	18	CLARE	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			320			
11/3/2020	9	0	0	18	CLARE	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		213			
11/3/2020	9	0	0	18	CLARE	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			296			
11/3/2020	9	0	0	18	CLARE	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			143			
11/3/2020	9	0	0	18	CLARE	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		517			
11/3/2020	9	0	0	18	CLARE	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			256			
11/3/2020	9	0	0	18	CLARE	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			152			
