"Precinct_Name","Split_Name","precinct_splitId","Reg_voters","Ballots","Reporting","Contest_id","Contest_title","Contest_party","Choice_id","Candidate_name","Choice_party","Candidate_Type","Absentee_votes","Early_votes","Election_Votes"
"02-02","","11","2067","1196","1","82","HAWAI'I: Board of Ethics","","191","YES","","C","0","38","785"
"02-02","","11","2067","1196","1","82","HAWAI'I: Board of Ethics","","192","NO","","C","0","14","203"
"02-03","","12","1674","1166","1","1","President and Vice President","","1","(C) BLANKENSHIP / MOHR","","C","0","0","2"
"02-03","","12","1674","1166","1","1","President and Vice President","","2","(D) BIDEN / HARRIS","","C","0","12","844"
"02-03","","12","1674","1166","1","1","President and Vice President","","3","(G) HAWKINS / WALKER","","C","0","0","8"
"02-03","","12","1674","1166","1","1","President and Vice President","","4","(L) JORGENSEN / COHEN","","C","0","1","7"
"02-03","","12","1674","1166","1","1","President and Vice President","","5","(R) TRUMP / PENCE","","C","0","17","259"
"02-03","","12","1674","1166","1","1","President and Vice President","","6","(AS) PIERCE / BALLARD","","C","0","0","7"
"02-03","","12","1674","1166","1","3","U.S. Representative, Dist II","","9","(R) AKANA, Joe","","C","0","11","130"
"02-03","","12","1674","1166","1","3","U.S. Representative, Dist II","","10","(N) BURRUS, Ron","","C","0","1","6"
"02-03","","12","1674","1166","1","3","U.S. Representative, Dist II","","11","(AS) GIUFFRE, John (Raghu)","","C","0","0","5"
"02-03","","12","1674","1166","1","3","U.S. Representative, Dist II","","12","(A) HOOMANAWANUI, Jonathan","","C","0","0","63"
"02-03","","12","1674","1166","1","3","U.S. Representative, Dist II","","13","(D) KAHELE, Kaiali'i (Kai)","","C","0","16","877"
"02-03","","12","1674","1166","1","3","U.S. Representative, Dist II","","14","(L) TIPPENS, Michelle Rose","","C","0","2","19"
"02-03","","12","1674","1166","1","13","State Representative, Dist 2","","34","(A) MCMACKIN, Devin Shaw, Sr.","","C","0","13","217"
"02-03","","12","1674","1166","1","13","State Representative, Dist 2","","35","(D) TODD, Christopher L.T.","","C","0","14","852"
"02-03","","12","1674","1166","1","46","Hawaii Resident Trustee","","109","LINDSEY, Keola","","C","0","11","409"
"02-03","","12","1674","1166","1","46","Hawaii Resident Trustee","","110","MANGAUIL, Lanakila","","C","0","13","627"
"02-03","","12","1674","1166","1","47","Molokai Resident Trustee","","111","ALAPA, Luana","","C","0","13","503"
"02-03","","12","1674","1166","1","47","Molokai Resident Trustee","","112","MACHADO, Colette (Piipii)","","C","0","9","423"
"02-03","","12","1674","1166","1","48","At-Large Trustee","","113","AKINA, Keli'i","","C","0","11","494"
"02-03","","12","1674","1166","1","48","At-Large Trustee","","114","SOUZA, Keoni","","C","0","13","471"
"02-03","","12","1674","1166","1","49","Mayor, County of Hawaii","","115","MARZO, Ikaika","","C","0","19","664"
"02-03","","12","1674","1166","1","49","Mayor, County of Hawaii","","116","ROTH, Mitch","","C","0","11","458"
"02-03","","12","1674","1166","1","67","HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter","","161","YES","","C","0","19","725"
"02-03","","12","1674","1166","1","67","HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter","","162","NO","","C","0","9","300"
"02-03","","12","1674","1166","1","68","HAWAI'I: Council Meeting Locations","","163","YES","","C","0","27","878"
"02-03","","12","1674","1166","1","68","HAWAI'I: Council Meeting Locations","","164","NO","","C","0","2","187"
"02-03","","12","1674","1166","1","69","HAWAI'I: Department of Research & Development","","165","YES","","C","0","26","892"
"02-03","","12","1674","1166","1","69","HAWAI'I: Department of Research & Development","","166","NO","","C","0","3","145"
"02-03","","12","1674","1166","1","70","HAWAI'I: Authority of Police & Fire Commissions","","167","YES","","C","0","22","815"
"02-03","","12","1674","1166","1","70","HAWAI'I: Authority of Police & Fire Commissions","","168","NO","","C","0","7","253"
"02-03","","12","1674","1166","1","71","HAWAI'I: Terms of Council Members","","169","YES","","C","0","18","516"
"02-03","","12","1674","1166","1","71","HAWAI'I: Terms of Council Members","","170","NO","","C","0","11","546"
"02-03","","12","1674","1166","1","72","HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Fund","","171","YES","","C","0","22","585"
"02-03","","12","1674","1166","1","72","HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Fund","","172","NO","","C","0","6","461"
"02-03","","12","1674","1166","1","73","HAWAI'I: Discipline of Council Members","","173","YES","","C","0","26","945"
"02-03","","12","1674","1166","1","73","HAWAI'I: Discipline of Council Members","","174","NO","","C","0","3","123"
"02-03","","12","1674","1166","1","74","HAWAI'I: Department of Information Technology","","175","YES","","C","0","19","468"
"02-03","","12","1674","1166","1","74","HAWAI'I: Department of Information Technology","","176","NO","","C","0","9","545"
"02-03","","12","1674","1166","1","75","HAWAI'I: Establishment of a Disaster & Emergency Fund","","177","YES","","C","0","22","611"
"02-03","","12","1674","1166","1","75","HAWAI'I: Establishment of a Disaster & Emergency Fund","","178","NO","","C","0","5","434"
"02-03","","12","1674","1166","1","76","HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Maintenance Fund","","179","YES","","C","0","14","530"
"02-03","","12","1674","1166","1","76","HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Maintenance Fund","","180","NO","","C","0","11","502"
"02-03","","12","1674","1166","1","77","HAWAI'I: Mandatory Charter Reviews","","181","YES","","C","0","19","803"
"02-03","","12","1674","1166","1","77","HAWAI'I: Mandatory Charter Reviews","","182","NO","","C","0","5","212"
"02-03","","12","1674","1166","1","78","HAWAI'I: Corporation Counsel","","183","YES","","C","0","23","848"
"02-03","","12","1674","1166","1","78","HAWAI'I: Corporation Counsel","","184","NO","","C","0","2","197"
"02-03","","12","1674","1166","1","79","HAWAI'I: Hawai'i Fire Department","","185","YES","","C","0","19","690"
"02-03","","12","1674","1166","1","79","HAWAI'I: Hawai'i Fire Department","","186","NO","","C","0","6","334"
"02-03","","12","1674","1166","1","80","HAWAI'I: Membership on Boards & Commissions","","187","YES","","C","0","14","598"
"02-03","","12","1674","1166","1","80","HAWAI'I: Membership on Boards & Commissions","","188","NO","","C","0","10","432"
"02-03","","12","1674","1166","1","81","HAWAI'I: Capital Budget & Capital Programs","","189","YES","","C","0","22","790"
"02-03","","12","1674","1166","1","81","HAWAI'I: Capital Budget & Capital Programs","","190","NO","","C","0","3","232"
"02-03","","12","1674","1166","1","82","HAWAI'I: Board of Ethics","","191","YES","","C","0","22","791"
"02-03","","12","1674","1166","1","82","HAWAI'I: Board of Ethics","","192","NO","","C","0","6","261"
"02-04","","13","5979","4322","1","1","President and Vice President","","1","(C) BLANKENSHIP / MOHR","","C","0","1","6"
"02-04","","13","5979","4322","1","1","President and Vice President","","2","(D) BIDEN / HARRIS","","C","0","35","2963"
"02-04","","13","5979","4322","1","1","President and Vice President","","3","(G) HAWKINS / WALKER","","C","0","0","27"
"02-04","","13","5979","4322","1","1","President and Vice President","","4","(L) JORGENSEN / COHEN","","C","0","3","27"
"02-04","","13","5979","4322","1","1","President and Vice President","","5","(R) TRUMP / PENCE","","C","0","70","1121"
"02-04","","13","5979","4322","1","1","President and Vice President","","6","(AS) PIERCE / BALLARD","","C","0","2","11"
"02-04","","13","5979","4322","1","3","U.S. Representative, Dist II","","9","(R) AKANA, Joe","","C","0","52","729"
"02-04","","13","5979","4322","1","3","U.S. Representative, Dist II","","10","(N) BURRUS, Ron","","C","0","0","33"
"02-04","","13","5979","4322","1","3","U.S. Representative, Dist II","","11","(AS) GIUFFRE, John (Raghu)","","C","0","1","9"
"02-04","","13","5979","4322","1","3","U.S. Representative, Dist II","","12","(A) HOOMANAWANUI, Jonathan","","C","0","3","80"
"02-04","","13","5979","4322","1","3","U.S. Representative, Dist II","","13","(D) KAHELE, Kaiali'i (Kai)","","C","0","47","2939"
"02-04","","13","5979","4322","1","3","U.S. Representative, Dist II","","14","(L) TIPPENS, Michelle Rose","","C","0","6","93"
"02-04","","13","5979","4322","1","13","State Representative, Dist 2","","34","(A) MCMACKIN, Devin Shaw, Sr.","","C","0","38","494"
"02-04","","13","5979","4322","1","13","State Representative, Dist 2","","35","(D) TODD, Christopher L.T.","","C","0","61","3285"
"02-04","","13","5979","4322","1","46","Hawaii Resident Trustee","","109","LINDSEY, Keola","","C","0","59","1730"
"02-04","","13","5979","4322","1","46","Hawaii Resident Trustee","","110","MANGAUIL, Lanakila","","C","0","38","1360"
"02-04","","13","5979","4322","1","47","Molokai Resident Trustee","","111","ALAPA, Luana","","C","0","58","1406"
"02-04","","13","5979","4322","1","47","Molokai Resident Trustee","","112","MACHADO, Colette (Piipii)","","C","0","31","1184"
"02-04","","13","5979","4322","1","48","At-Large Trustee","","113","AKINA, Keli'i","","C","0","44","1428"
"02-04","","13","5979","4322","1","48","At-Large Trustee","","114","SOUZA, Keoni","","C","0","48","1407"
"02-04","","13","5979","4322","1","49","Mayor, County of Hawaii","","115","MARZO, Ikaika","","C","0","42","1357"
"02-04","","13","5979","4322","1","49","Mayor, County of Hawaii","","116","ROTH, Mitch","","C","0","66","2769"
"02-04","","13","5979","4322","1","67","HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter","","161","YES","","C","0","67","2609"
"02-04","","13","5979","4322","1","67","HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter","","162","NO","","C","0","34","881"
"02-04","","13","5979","4322","1","68","HAWAI'I: Council Meeting Locations","","163","YES","","C","0","82","2807"
"02-04","","13","5979","4322","1","68","HAWAI'I: Council Meeting Locations","","164","NO","","C","0","22","849"
"02-04","","13","5979","4322","1","69","HAWAI'I: Department of Research & Development","","165","YES","","C","0","84","3030"
"02-04","","13","5979","4322","1","69","HAWAI'I: Department of Research & Development","","166","NO","","C","0","18","521"
"02-04","","13","5979","4322","1","70","HAWAI'I: Authority of Police & Fire Commissions","","167","YES","","C","0","73","2995"
"02-04","","13","5979","4322","1","70","HAWAI'I: Authority of Police & Fire Commissions","","168","NO","","C","0","30","703"
"02-04","","13","5979","4322","1","71","HAWAI'I: Terms of Council Members","","169","YES","","C","0","40","1782"
"02-04","","13","5979","4322","1","71","HAWAI'I: Terms of Council Members","","170","NO","","C","0","61","1912"
"02-04","","13","5979","4322","1","72","HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Fund","","171","YES","","C","0","59","2109"
"02-04","","13","5979","4322","1","72","HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Fund","","172","NO","","C","0","44","1446"
"02-04","","13","5979","4322","1","73","HAWAI'I: Discipline of Council Members","","173","YES","","C","0","79","3383"
"02-04","","13","5979","4322","1","73","HAWAI'I: Discipline of Council Members","","174","NO","","C","0","23","315"
"02-04","","13","5979","4322","1","74","HAWAI'I: Department of Information Technology","","175","YES","","C","0","50","1648"
"02-04","","13","5979","4322","1","74","HAWAI'I: Department of Information Technology","","176","NO","","C","0","51","1789"
"02-04","","13","5979","4322","1","75","HAWAI'I: Establishment of a Disaster & Emergency Fund","","177","YES","","C","0","51","2067"
"02-04","","13","5979","4322","1","75","HAWAI'I: Establishment of a Disaster & Emergency Fund","","178","NO","","C","0","51","1510"
"02-04","","13","5979","4322","1","76","HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Maintenance Fund","","179","YES","","C","0","51","1899"
"02-04","","13","5979","4322","1","76","HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Maintenance Fund","","180","NO","","C","0","50","1592"
"02-04","","13","5979","4322","1","77","HAWAI'I: Mandatory Charter Reviews","","181","YES","","C","0","74","2852"
"02-04","","13","5979","4322","1","77","HAWAI'I: Mandatory Charter Reviews","","182","NO","","C","0","26","600"
"02-04","","13","5979","4322","1","78","HAWAI'I: Corporation Counsel","","183","YES","","C","0","69","2978"
"02-04","","13","5979","4322","1","78","HAWAI'I: Corporation Counsel","","184","NO","","C","0","33","600"
"02-04","","13","5979","4322","1","79","HAWAI'I: Hawai'i Fire Department","","185","YES","","C","0","61","2467"
"02-04","","13","5979","4322","1","79","HAWAI'I: Hawai'i Fire Department","","186","NO","","C","0","40","1057"
"02-04","","13","5979","4322","1","80","HAWAI'I: Membership on Boards & Commissions","","187","YES","","C","0","53","2053"
"02-04","","13","5979","4322","1","80","HAWAI'I: Membership on Boards & Commissions","","188","NO","","C","0","46","1398"
"02-04","","13","5979","4322","1","81","HAWAI'I: Capital Budget & Capital Programs","","189","YES","","C","0","82","2754"
"02-04","","13","5979","4322","1","81","HAWAI'I: Capital Budget & Capital Programs","","190","NO","","C","0","18","710"
"02-04","","13","5979","4322","1","82","HAWAI'I: Board of Ethics","","191","YES","","C","0","64","2799"
"02-04","","13","5979","4322","1","82","HAWAI'I: Board of Ethics","","192","NO","","C","0","37","759"
"02-05","","14","3559","2766","1","1","President and Vice President","","1","(C) BLANKENSHIP / MOHR","","C","0","0","5"
"02-05","","14","3559","2766","1","1","President and Vice President","","2","(D) BIDEN / HARRIS","","C","0","11","2108"
"02-05","","14","3559","2766","1","1","President and Vice President","","3","(G) HAWKINS / WALKER","","C","0","0","8"
"02-05","","14","3559","2766","1","1","President and Vice President","","4","(L) JORGENSEN / COHEN","","C","0","0","15"
"02-05","","14","3559","2766","1","1","President and Vice President","","5","(R) TRUMP / PENCE","","C","0","38","551"
"02-05","","14","3559","2766","1","1","President and Vice President","","6","(AS) PIERCE / BALLARD","","C","0","0","4"
"02-05","","14","3559","2766","1","3","U.S. Representative, Dist II","","9","(R) AKANA, Joe","","C","0","27","422"
"02-05","","14","3559","2766","1","3","U.S. Representative, Dist II","","10","(N) BURRUS, Ron","","C","0","0","30"
"02-05","","14","3559","2766","1","3","U.S. Representative, Dist II","","11","(AS) GIUFFRE, John (Raghu)","","C","0","0","2"
"02-05","","14","3559","2766","1","3","U.S. Representative, Dist II","","12","(A) HOOMANAWANUI, Jonathan","","C","0","2","27"
"02-05","","14","3559","2766","1","3","U.S. Representative, Dist II","","13","(D) KAHELE, Kaiali'i (Kai)","","C","0","17","1868"
"02-05","","14","3559","2766","1","3","U.S. Representative, Dist II","","14","(L) TIPPENS, Michelle Rose","","C","0","0","51"
"02-05","","14","3559","2766","1","13","State Representative, Dist 2","","34","(A) MCMACKIN, Devin Shaw, Sr.","","C","0","21","236"
"02-05","","14","3559","2766","1","13","State Representative, Dist 2","","35","(D) TODD, Christopher L.T.","","C","0","18","2211"
"02-05","","14","3559","2766","1","46","Hawaii Resident Trustee","","109","LINDSEY, Keola","","C","0","22","1110"
"02-05","","14","3559","2766","1","46","Hawaii Resident Trustee","","110","MANGAUIL, Lanakila","","C","0","15","630"
"02-05","","14","3559","2766","1","47","Molokai Resident Trustee","","111","ALAPA, Luana","","C","0","18","804"
"02-05","","14","3559","2766","1","47","Molokai Resident Trustee","","112","MACHADO, Colette (Piipii)","","C","0","11","658"
"02-05","","14","3559","2766","1","48","At-Large Trustee","","113","AKINA, Keli'i","","C","0","21","823"
"02-05","","14","3559","2766","1","48","At-Large Trustee","","114","SOUZA, Keoni","","C","0","10","790"
"02-05","","14","3559","2766","1","49","Mayor, County of Hawaii","","115","MARZO, Ikaika","","C","0","19","595"
"02-05","","14","3559","2766","1","49","Mayor, County of Hawaii","","116","ROTH, Mitch","","C","0","26","2079"
"02-05","","14","3559","2766","1","67","HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter","","161","YES","","C","0","24","1782"
"02-05","","14","3559","2766","1","67","HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter","","162","NO","","C","0","13","455"
"02-05","","14","3559","2766","1","68","HAWAI'I: Council Meeting Locations","","163","YES","","C","0","29","1701"
"02-05","","14","3559","2766","1","68","HAWAI'I: Council Meeting Locations","","164","NO","","C","0","10","655"
"02-05","","14","3559","2766","1","69","HAWAI'I: Department of Research & Development","","165","YES","","C","0","29","1968"
"02-05","","14","3559","2766","1","69","HAWAI'I: Department of Research & Development","","166","NO","","C","0","7","295"
"02-05","","14","3559","2766","1","70","HAWAI'I: Authority of Police & Fire Commissions","","167","YES","","C","0","22","1989"
"02-05","","14","3559","2766","1","70","HAWAI'I: Authority of Police & Fire Commissions","","168","NO","","C","0","16","391"
"02-05","","14","3559","2766","1","71","HAWAI'I: Terms of Council Members","","169","YES","","C","0","16","1124"
"02-05","","14","3559","2766","1","71","HAWAI'I: Terms of Council Members","","170","NO","","C","0","23","1268"
"02-05","","14","3559","2766","1","72","HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Fund","","171","YES","","C","0","28","1293"
"02-05","","14","3559","2766","1","72","HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Fund","","172","NO","","C","0","11","968"
"02-05","","14","3559","2766","1","73","HAWAI'I: Discipline of Council Members","","173","YES","","C","0","33","2207"
"02-05","","14","3559","2766","1","73","HAWAI'I: Discipline of Council Members","","174","NO","","C","0","6","180"
"02-05","","14","3559","2766","1","74","HAWAI'I: Department of Information Technology","","175","YES","","C","0","16","1068"
"02-05","","14","3559","2766","1","74","HAWAI'I: Department of Information Technology","","176","NO","","C","0","21","1107"
"02-05","","14","3559","2766","1","75","HAWAI'I: Establishment of a Disaster & Emergency Fund","","177","YES","","C","0","18","1319"
"02-05","","14","3559","2766","1","75","HAWAI'I: Establishment of a Disaster & Emergency Fund","","178","NO","","C","0","21","977"
"02-05","","14","3559","2766","1","76","HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Maintenance Fund","","179","YES","","C","0","18","1142"
"02-05","","14","3559","2766","1","76","HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Maintenance Fund","","180","NO","","C","0","18","1069"
"02-05","","14","3559","2766","1","77","HAWAI'I: Mandatory Charter Reviews","","181","YES","","C","0","24","1873"
"02-05","","14","3559","2766","1","77","HAWAI'I: Mandatory Charter Reviews","","182","NO","","C","0","11","321"
"02-05","","14","3559","2766","1","78","HAWAI'I: Corporation Counsel","","183","YES","","C","0","29","1949"
"02-05","","14","3559","2766","1","78","HAWAI'I: Corporation Counsel","","184","NO","","C","0","7","355"
"02-05","","14","3559","2766","1","79","HAWAI'I: Hawai'i Fire Department","","185","YES","","C","0","22","1580"
"02-05","","14","3559","2766","1","79","HAWAI'I: Hawai'i Fire Department","","186","NO","","C","0","14","670"
"02-05","","14","3559","2766","1","80","HAWAI'I: Membership on Boards & Commissions","","187","YES","","C","0","17","1334"
"02-05","","14","3559","2766","1","80","HAWAI'I: Membership on Boards & Commissions","","188","NO","","C","0","19","879"
"02-05","","14","3559","2766","1","81","HAWAI'I: Capital Budget & Capital Programs","","189","YES","","C","0","25","1787"
"02-05","","14","3559","2766","1","81","HAWAI'I: Capital Budget & Capital Programs","","190","NO","","C","0","11","422"
"02-05","","14","3559","2766","1","82","HAWAI'I: Board of Ethics","","191","YES","","C","0","27","1846"
"02-05","","14","3559","2766","1","82","HAWAI'I: Board of Ethics","","192","NO","","C","0","10","425"
"03-01","","15","4288","3218","1","1","President and Vice President","","1","(C) BLANKENSHIP / MOHR","","C","0","0","5"
"03-01","","15","4288","3218","1","1","President and Vice President","","2","(D) BIDEN / HARRIS","","C","0","31","2211"
"03-01","","15","4288","3218","1","1","President and Vice President","","3","(G) HAWKINS / WALKER","","C","0","0","15"
"03-01","","15","4288","3218","1","1","President and Vice President","","4","(L) JORGENSEN / COHEN","","C","0","3","32"
"03-01","","15","4288","3218","1","1","President and Vice President","","5","(R) TRUMP / PENCE","","C","0","64","801"
"03-01","","15","4288","3218","1","1","President and Vice President","","6","(AS) PIERCE / BALLARD","","C","0","0","14"
"03-01","","15","4288","3218","1","3","U.S. Representative, Dist II","","9","(R) AKANA, Joe","","C","0","49","555"
"03-01","","15","4288","3218","1","3","U.S. Representative, Dist II","","10","(N) BURRUS, Ron","","C","0","1","23"
"03-01","","15","4288","3218","1","3","U.S. Representative, Dist II","","11","(AS) GIUFFRE, John (Raghu)","","C","0","0","4"
"03-01","","15","4288","3218","1","3","U.S. Representative, Dist II","","12","(A) HOOMANAWANUI, Jonathan","","C","0","3","55"
"03-01","","15","4288","3218","1","3","U.S. Representative, Dist II","","13","(D) KAHELE, Kaiali'i (Kai)","","C","0","37","2127"
"03-01","","15","4288","3218","1","3","U.S. Representative, Dist II","","14","(L) TIPPENS, Michelle Rose","","C","0","3","71"
"03-01","","15","4288","3218","1","14","State Representative, Dist 3","","36","(R) HUGHES, Susan","","C","0","52","601"
"03-01","","15","4288","3218","1","14","State Representative, Dist 3","","37","(D) ONISHI, Richard H.K.","","C","0","38","2367"
"03-01","","15","4288","3218","1","46","Hawaii Resident Trustee","","109","LINDSEY, Keola","","C","0","43","1293"
"03-01","","15","4288","3218","1","46","Hawaii Resident Trustee","","110","MANGAUIL, Lanakila","","C","0","25","922"
"03-01","","15","4288","3218","1","47","Molokai Resident Trustee","","111","ALAPA, Luana","","C","0","32","1033"
"03-01","","15","4288","3218","1","47","Molokai Resident Trustee","","112","MACHADO, Colette (Piipii)","","C","0","24","808"
"03-01","","15","4288","3218","1","48","At-Large Trustee","","113","AKINA, Keli'i","","C","0","38","1047"
"03-01","","15","4288","3218","1","48","At-Large Trustee","","114","SOUZA, Keoni","","C","0","25","979"
"03-01","","15","4288","3218","1","49","Mayor, County of Hawaii","","115","MARZO, Ikaika","","C","0","37","916"
"03-01","","15","4288","3218","1","49","Mayor, County of Hawaii","","116","ROTH, Mitch","","C","0","54","2155"
"03-01","","15","4288","3218","1","67","HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter","","161","YES","","C","0","52","1976"
"03-01","","15","4288","3218","1","67","HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter","","162","NO","","C","0","24","636"
"03-01","","15","4288","3218","1","68","HAWAI'I: Council Meeting Locations","","163","YES","","C","0","61","2037"
"03-01","","15","4288","3218","1","68","HAWAI'I: Council Meeting Locations","","164","NO","","C","0","19","702"
"03-01","","15","4288","3218","1","69","HAWAI'I: Department of Research & Development","","165","YES","","C","0","67","2238"
"03-01","","15","4288","3218","1","69","HAWAI'I: Department of Research & Development","","166","NO","","C","0","10","382"
"03-01","","15","4288","3218","1","70","HAWAI'I: Authority of Police & Fire Commissions","","167","YES","","C","0","66","2249"
"03-01","","15","4288","3218","1","70","HAWAI'I: Authority of Police & Fire Commissions","","168","NO","","C","0","16","511"
"03-01","","15","4288","3218","1","71","HAWAI'I: Terms of Council Members","","169","YES","","C","0","39","1291"
"03-01","","15","4288","3218","1","71","HAWAI'I: Terms of Council Members","","170","NO","","C","0","42","1489"
"03-01","","15","4288","3218","1","72","HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Fund","","171","YES","","C","0","51","1430"
"03-01","","15","4288","3218","1","72","HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Fund","","172","NO","","C","0","29","1207"
"03-01","","15","4288","3218","1","73","HAWAI'I: Discipline of Council Members","","173","YES","","C","0","75","2543"
"03-01","","15","4288","3218","1","73","HAWAI'I: Discipline of Council Members","","174","NO","","C","0","7","243"
"03-01","","15","4288","3218","1","74","HAWAI'I: Department of Information Technology","","175","YES","","C","0","32","1158"
"03-01","","15","4288","3218","1","74","HAWAI'I: Department of Information Technology","","176","NO","","C","0","41","1364"
"03-01","","15","4288","3218","1","75","HAWAI'I: Establishment of a Disaster & Emergency Fund","","177","YES","","C","0","45","1526"
"03-01","","15","4288","3218","1","75","HAWAI'I: Establishment of a Disaster & Emergency Fund","","178","NO","","C","0","34","1141"
"03-01","","15","4288","3218","1","76","HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Maintenance Fund","","179","YES","","C","0","38","1306"
"03-01","","15","4288","3218","1","76","HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Maintenance Fund","","180","NO","","C","0","37","1286"
"03-01","","15","4288","3218","1","77","HAWAI'I: Mandatory Charter Reviews","","181","YES","","C","0","60","2115"
"03-01","","15","4288","3218","1","77","HAWAI'I: Mandatory Charter Reviews","","182","NO","","C","0","10","421"
"03-01","","15","4288","3218","1","78","HAWAI'I: Corporation Counsel","","183","YES","","C","0","57","2191"
"03-01","","15","4288","3218","1","78","HAWAI'I: Corporation Counsel","","184","NO","","C","0","17","460"
"03-01","","15","4288","3218","1","79","HAWAI'I: Hawai'i Fire Department","","185","YES","","C","0","55","1836"
"03-01","","15","4288","3218","1","79","HAWAI'I: Hawai'i Fire Department","","186","NO","","C","0","17","781"
"03-01","","15","4288","3218","1","80","HAWAI'I: Membership on Boards & Commissions","","187","YES","","C","0","48","1493"
"03-01","","15","4288","3218","1","80","HAWAI'I: Membership on Boards & Commissions","","188","NO","","C","0","27","1065"
"03-01","","15","4288","3218","1","81","HAWAI'I: Capital Budget & Capital Programs","","189","YES","","C","0","61","2042"
"03-01","","15","4288","3218","1","81","HAWAI'I: Capital Budget & Capital Programs","","190","NO","","C","0","13","538"
"03-01","","15","4288","3218","1","82","HAWAI'I: Board of Ethics","","191","YES","","C","0","61","2111"
"03-01","","15","4288","3218","1","82","HAWAI'I: Board of Ethics","","192","NO","","C","0","18","558"
"03-02","","16","549","372","1","1","President and Vice President","","1","(C) BLANKENSHIP / MOHR","","C","0","0","1"
"03-02","","16","549","372","1","1","President and Vice President","","2","(D) BIDEN / HARRIS","","C","0","5","257"
"03-02","","16","549","372","1","1","President and Vice President","","3","(G) HAWKINS / WALKER","","C","0","0","7"
"03-02","","16","549","372","1","1","President and Vice President","","4","(L) JORGENSEN / COHEN","","C","0","0","5"
"03-02","","16","549","372","1","1","President and Vice President","","5","(R) TRUMP / PENCE","","C","0","5","86"
"03-02","","16","549","372","1","1","President and Vice President","","6","(AS) PIERCE / BALLARD","","C","0","0","2"
"03-02","","16","549","372","1","3","U.S. Representative, Dist II","","9","(R) AKANA, Joe","","C","0","4","56"
"03-02","","16","549","372","1","3","U.S. Representative, Dist II","","10","(N) BURRUS, Ron","","C","0","0","0"
"03-02","","16","549","372","1","3","U.S. Representative, Dist II","","11","(AS) GIUFFRE, John (Raghu)","","C","0","0","0"
"03-02","","16","549","372","1","3","U.S. Representative, Dist II","","12","(A) HOOMANAWANUI, Jonathan","","C","0","0","9"
"03-02","","16","549","372","1","3","U.S. Representative, Dist II","","13","(D) KAHELE, Kaiali'i (Kai)","","C","0","7","264"
"03-02","","16","549","372","1","3","U.S. Representative, Dist II","","14","(L) TIPPENS, Michelle Rose","","C","0","0","6"
"03-02","","16","549","372","1","4","State Senator, Dist 2","","15","(A) KA-IPO, Ron G.","","C","0","4","76"
"03-02","","16","549","372","1","4","State Senator, Dist 2","","16","(D) SAN BUENAVENTURA, Joy","","C","0","7","240"
"03-02","","16","549","372","1","14","State Representative, Dist 3","","36","(R) HUGHES, Susan","","C","0","3","61"
"03-02","","16","549","372","1","14","State Representative, Dist 3","","37","(D) ONISHI, Richard H.K.","","C","0","8","268"
"03-02","","16","549","372","1","46","Hawaii Resident Trustee","","109","LINDSEY, Keola","","C","0","5","158"
"03-02","","16","549","372","1","46","Hawaii Resident Trustee","","110","MANGAUIL, Lanakila","","C","0","5","121"
"03-02","","16","549","372","1","47","Molokai Resident Trustee","","111","ALAPA, Luana","","C","0","6","132"
"03-02","","16","549","372","1","47","Molokai Resident Trustee","","112","MACHADO, Colette (Piipii)","","C","0","3","109"
"03-02","","16","549","372","1","48","At-Large Trustee","","113","AKINA, Keli'i","","C","0","8","134"
"03-02","","16","549","372","1","48","At-Large Trustee","","114","SOUZA, Keoni","","C","0","2","134"
"03-02","","16","549","372","1","49","Mayor, County of Hawaii","","115","MARZO, Ikaika","","C","0","4","143"
"03-02","","16","549","372","1","49","Mayor, County of Hawaii","","116","ROTH, Mitch","","C","0","7","212"
"03-02","","16","549","372","1","67","HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter","","161","YES","","C","0","7","222"
"03-02","","16","549","372","1","67","HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter","","162","NO","","C","0","4","85"
