Election,Jurisdiction Name,Reporting County Name,DataEntry Jurisdiction Name,DataEntry Level Name,Office,Office Category,Ballot Order,Name on Ballot,Political Party,Total Votes
2016 General Election,Statewide,Kosciusko,Kosciusko,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,8025
2016 General Election,Statewide,Kosciusko,Kosciusko,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Kosciusko,Kosciusko,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,1981
2016 General Election,Statewide,Kosciusko,Kosciusko,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,22179
2016 General Election,Statewide,Lagrange,Lagrange,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,2783
2016 General Election,Statewide,Lagrange,Lagrange,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Lagrange,Lagrange,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,618
2016 General Election,Statewide,Lagrange,Lagrange,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,6222
2016 General Election,Statewide,Lake,Lake,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,122006
2016 General Election,Statewide,Lake,Lake,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,70
2016 General Election,Statewide,Lake,Lake,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,7538
2016 General Election,Statewide,Lake,Lake,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,67626
2016 General Election,Statewide,Laporte,Laporte,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,22398
2016 General Election,Statewide,Laporte,Laporte,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Laporte,Laporte,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,2764
2016 General Election,Statewide,Laporte,Laporte,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,19727
2016 General Election,Statewide,Lawrence,Lawrence,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,5493
2016 General Election,Statewide,Lawrence,Lawrence,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Lawrence,Lawrence,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,1007
2016 General Election,Statewide,Lawrence,Lawrence,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,12327
2016 General Election,Statewide,Madison,Madison,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,22181
2016 General Election,Statewide,Madison,Madison,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Madison,Madison,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,3686
2016 General Election,Statewide,Madison,Madison,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,28049
2016 General Election,Statewide,Marion,Marion,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,213298
2016 General Election,Statewide,Marion,Marion,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,253
2016 General Election,Statewide,Marion,Marion,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,20125
2016 General Election,Statewide,Marion,Marion,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,131486
2016 General Election,Statewide,Marshall,Marshall,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,6222
2016 General Election,Statewide,Marshall,Marshall,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Marshall,Marshall,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,1059
2016 General Election,Statewide,Marshall,Marshall,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,10658
2016 General Election,Statewide,Martin,Martin,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,1595
2016 General Election,Statewide,Martin,Martin,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Martin,Martin,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,261
2016 General Election,Statewide,Martin,Martin,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,2934
2016 General Election,Statewide,Miami,Miami,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,3836
2016 General Election,Statewide,Miami,Miami,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Miami,Miami,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,1007
2016 General Election,Statewide,Miami,Miami,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,8453
2016 General Election,Statewide,Monroe,Monroe,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,34198
2016 General Election,Statewide,Monroe,Monroe,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Monroe,Monroe,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,3476
2016 General Election,Statewide,Monroe,Monroe,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,20994
2016 General Election,Statewide,Montgomery,Montgomery,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,4393
2016 General Election,Statewide,Montgomery,Montgomery,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,10
2016 General Election,Statewide,Montgomery,Montgomery,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,976
2016 General Election,Statewide,Montgomery,Montgomery,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,9807
2016 General Election,Statewide,Morgan,Morgan,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,7819
2016 General Election,Statewide,Morgan,Morgan,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,12
2016 General Election,Statewide,Morgan,Morgan,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,2011
2016 General Election,Statewide,Morgan,Morgan,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,21189
2016 General Election,Statewide,Newton,Beaver 1,Precinct,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,69
2016 General Election,Statewide,Newton,Beaver 1,Precinct,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Newton,Beaver 1,Precinct,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,12
2016 General Election,Statewide,Newton,Beaver 1,Precinct,United States Senator From Indiana,US Senator,30,Todd Young,Republican,184
2016 General Election,Statewide,Newton,Beaver 2,Precinct,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,115
2016 General Election,Statewide,Newton,Beaver 2,Precinct,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Newton,Beaver 2,Precinct,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,8
2016 General Election,Statewide,Newton,Beaver 2,Precinct,United States Senator From Indiana,US Senator,30,Todd Young,Republican,254
2016 General Election,Statewide,Newton,Colfax,Precinct,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,19
2016 General Election,Statewide,Newton,Colfax,Precinct,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Newton,Colfax,Precinct,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,3
2016 General Election,Statewide,Newton,Colfax,Precinct,United States Senator From Indiana,US Senator,30,Todd Young,Republican,56
2016 General Election,Statewide,Newton,Grant 1,Precinct,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,76
2016 General Election,Statewide,Newton,Grant 1,Precinct,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Newton,Grant 1,Precinct,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,14
2016 General Election,Statewide,Newton,Grant 1,Precinct,United States Senator From Indiana,US Senator,30,Todd Young,Republican,181
2016 General Election,Statewide,Newton,Grant 2,Precinct,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,46
2016 General Election,Statewide,Newton,Grant 2,Precinct,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Newton,Grant 2,Precinct,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,14
2016 General Election,Statewide,Newton,Grant 2,Precinct,United States Senator From Indiana,US Senator,30,Todd Young,Republican,105
2016 General Election,Statewide,Newton,Iroquois 1,Precinct,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,41
2016 General Election,Statewide,Newton,Iroquois 1,Precinct,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Newton,Iroquois 1,Precinct,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,16
2016 General Election,Statewide,Newton,Iroquois 1,Precinct,United States Senator From Indiana,US Senator,30,Todd Young,Republican,122
2016 General Election,Statewide,Newton,Iroquois 2,Precinct,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,66
2016 General Election,Statewide,Newton,Iroquois 2,Precinct,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Newton,Iroquois 2,Precinct,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,14
2016 General Election,Statewide,Newton,Iroquois 2,Precinct,United States Senator From Indiana,US Senator,30,Todd Young,Republican,200
2016 General Election,Statewide,Newton,Jackson,Precinct,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,62
2016 General Election,Statewide,Newton,Jackson,Precinct,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Newton,Jackson,Precinct,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,9
2016 General Election,Statewide,Newton,Jackson,Precinct,United States Senator From Indiana,US Senator,30,Todd Young,Republican,128
2016 General Election,Statewide,Newton,Jefferson 1,Precinct,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,87
2016 General Election,Statewide,Newton,Jefferson 1,Precinct,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Newton,Jefferson 1,Precinct,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,11
2016 General Election,Statewide,Newton,Jefferson 1,Precinct,United States Senator From Indiana,US Senator,30,Todd Young,Republican,165
2016 General Election,Statewide,Newton,Jefferson 2,Precinct,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,112
2016 General Election,Statewide,Newton,Jefferson 2,Precinct,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Newton,Jefferson 2,Precinct,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,26
2016 General Election,Statewide,Newton,Jefferson 2,Precinct,United States Senator From Indiana,US Senator,30,Todd Young,Republican,207
2016 General Election,Statewide,Newton,Jefferson 3,Precinct,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,88
2016 General Election,Statewide,Newton,Jefferson 3,Precinct,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Newton,Jefferson 3,Precinct,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,16
2016 General Election,Statewide,Newton,Jefferson 3,Precinct,United States Senator From Indiana,US Senator,30,Todd Young,Republican,115
2016 General Election,Statewide,Newton,Lake 1,Precinct,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,174
2016 General Election,Statewide,Newton,Lake 1,Precinct,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Newton,Lake 1,Precinct,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,27
2016 General Election,Statewide,Newton,Lake 1,Precinct,United States Senator From Indiana,US Senator,30,Todd Young,Republican,369
2016 General Election,Statewide,Newton,Lake 2,Precinct,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,156
2016 General Election,Statewide,Newton,Lake 2,Precinct,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Newton,Lake 2,Precinct,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,18
2016 General Election,Statewide,Newton,Lake 2,Precinct,United States Senator From Indiana,US Senator,30,Todd Young,Republican,286
2016 General Election,Statewide,Newton,Lincoln 1,Precinct,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,146
2016 General Election,Statewide,Newton,Lincoln 1,Precinct,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Newton,Lincoln 1,Precinct,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,26
2016 General Election,Statewide,Newton,Lincoln 1,Precinct,United States Senator From Indiana,US Senator,30,Todd Young,Republican,276
2016 General Election,Statewide,Newton,Lincoln 2,Precinct,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,193
2016 General Election,Statewide,Newton,Lincoln 2,Precinct,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Newton,Lincoln 2,Precinct,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,38
2016 General Election,Statewide,Newton,Lincoln 2,Precinct,United States Senator From Indiana,US Senator,30,Todd Young,Republican,414
2016 General Election,Statewide,Newton,Lincoln 3,Precinct,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,274
2016 General Election,Statewide,Newton,Lincoln 3,Precinct,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Newton,Lincoln 3,Precinct,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,56
2016 General Election,Statewide,Newton,Lincoln 3,Precinct,United States Senator From Indiana,US Senator,30,Todd Young,Republican,426
2016 General Election,Statewide,Newton,Mcclellan,Precinct,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,29
2016 General Election,Statewide,Newton,Mcclellan,Precinct,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Newton,Mcclellan,Precinct,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,1
2016 General Election,Statewide,Newton,Mcclellan,Precinct,United States Senator From Indiana,US Senator,30,Todd Young,Republican,58
2016 General Election,Statewide,Newton,Washington,Precinct,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,35
2016 General Election,Statewide,Newton,Washington,Precinct,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Newton,Washington,Precinct,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,4
2016 General Election,Statewide,Newton,Washington,Precinct,United States Senator From Indiana,US Senator,30,Todd Young,Republican,124
2016 General Election,Statewide,Noble,Noble,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,4996
2016 General Election,Statewide,Noble,Noble,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Noble,Noble,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,1217
2016 General Election,Statewide,Noble,Noble,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,10509
2016 General Election,Statewide,Ohio,Ohio,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,853
2016 General Election,Statewide,Ohio,Ohio,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Ohio,Ohio,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,95
2016 General Election,Statewide,Ohio,Ohio,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,1948
2016 General Election,Statewide,Orange,Orange,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,2795
2016 General Election,Statewide,Orange,Orange,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Orange,Orange,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,291
2016 General Election,Statewide,Orange,Orange,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,5134
2016 General Election,Statewide,Owen,Owen,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,2642
2016 General Election,Statewide,Owen,Owen,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Owen,Owen,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,557
2016 General Election,Statewide,Owen,Owen,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,5331
2016 General Election,Statewide,Parke,Parke,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,2339
2016 General Election,Statewide,Parke,Parke,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Parke,Parke,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,435
2016 General Election,Statewide,Parke,Parke,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,3899
2016 General Election,Statewide,Perry,Perry,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,3990
2016 General Election,Statewide,Perry,Perry,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Perry,Perry,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,388
2016 General Election,Statewide,Perry,Perry,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,3611
2016 General Election,Statewide,Pike,Pike,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,2228
2016 General Election,Statewide,Pike,Pike,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Pike,Pike,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,314
2016 General Election,Statewide,Pike,Pike,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,3404
2016 General Election,Statewide,Porter,Porter,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,36690
2016 General Election,Statewide,Porter,Porter,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Porter,Porter,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,4256
2016 General Election,Statewide,Porter,Porter,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,35511
2016 General Election,Statewide,Posey,Posey,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,4848
2016 General Election,Statewide,Posey,Posey,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Posey,Posey,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,597
2016 General Election,Statewide,Posey,Posey,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,7048
2016 General Election,Statewide,Pulaski,Pulaski,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,1859
2016 General Election,Statewide,Pulaski,Pulaski,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Pulaski,Pulaski,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,372
2016 General Election,Statewide,Pulaski,Pulaski,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,3109
2016 General Election,Statewide,Putnam,Putnam,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,4319
2016 General Election,Statewide,Putnam,Putnam,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Putnam,Putnam,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,861
2016 General Election,Statewide,Putnam,Putnam,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,9510
2016 General Election,Statewide,Randolph,Randolph,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,3230
2016 General Election,Statewide,Randolph,Randolph,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,2
2016 General Election,Statewide,Randolph,Randolph,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,614
2016 General Election,Statewide,Randolph,Randolph,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,6409
2016 General Election,Statewide,Ripley,Ripley,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,3182
2016 General Election,Statewide,Ripley,Ripley,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Ripley,Ripley,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,464
2016 General Election,Statewide,Ripley,Ripley,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,9227
2016 General Election,Statewide,Rush,Rush,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,2238
2016 General Election,Statewide,Rush,Rush,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Rush,Rush,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,441
2016 General Election,Statewide,Rush,Rush,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,4472
2016 General Election,Statewide,Scott,Scott,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,3763
2016 General Election,Statewide,Scott,Scott,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Scott,Scott,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,288
2016 General Election,Statewide,Scott,Scott,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,5046
2016 General Election,Statewide,Shelby,Shelby,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,5549
2016 General Election,Statewide,Shelby,Shelby,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Shelby,Shelby,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,1113
2016 General Election,Statewide,Shelby,Shelby,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,11267
2016 General Election,Statewide,Spencer,Spencer,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,3960
2016 General Election,Statewide,Spencer,Spencer,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Spencer,Spencer,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,458
2016 General Election,Statewide,Spencer,Spencer,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,5465
2016 General Election,Statewide,St. Joseph,St. Joseph,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,56744
2016 General Election,Statewide,St. Joseph,St. Joseph,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,St. Joseph,St. Joseph,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,6782
2016 General Election,Statewide,St. Joseph,St. Joseph,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,47352
2016 General Election,Statewide,Starke,Starke,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,3443
2016 General Election,Statewide,Starke,Starke,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Starke,Starke,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,699
2016 General Election,Statewide,Starke,Starke,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,4895
2016 General Election,Statewide,Steuben,Steuben,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,4543
2016 General Election,Statewide,Steuben,Steuben,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Steuben,Steuben,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,1017
2016 General Election,Statewide,Steuben,Steuben,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,9071
2016 General Election,Statewide,Sullivan,Sullivan,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,3856
2016 General Election,Statewide,Sullivan,Sullivan,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Sullivan,Sullivan,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,429
2016 General Election,Statewide,Sullivan,Sullivan,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,4164
2016 General Election,Statewide,Switzerland,Switzerland,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,1242
2016 General Election,Statewide,Switzerland,Switzerland,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Switzerland,Switzerland,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,139
2016 General Election,Statewide,Switzerland,Switzerland,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,2260
2016 General Election,Statewide,Tippecanoe,Tippecanoe,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,28853
2016 General Election,Statewide,Tippecanoe,Tippecanoe,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Tippecanoe,Tippecanoe,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,4003
2016 General Election,Statewide,Tippecanoe,Tippecanoe,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,30019
2016 General Election,Statewide,Tipton,Tipton,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,2260
2016 General Election,Statewide,Tipton,Tipton,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,3
2016 General Election,Statewide,Tipton,Tipton,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,496
2016 General Election,Statewide,Tipton,Tipton,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,4760
2016 General Election,Statewide,Union,Union,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,901
2016 General Election,Statewide,Union,Union,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
2016 General Election,Statewide,Union,Union,Locality,United States Senator From Indiana,US Senator,30,Lucy Brenton,Libertarian,136
2016 General Election,Statewide,Union,Union,Locality,United States Senator From Indiana,US Senator,30,Todd Young,Republican,2252
2016 General Election,Statewide,Vanderburgh,Vanderburgh,Locality,United States Senator From Indiana,US Senator,30,Evan Bayh,Democratic,31743
2016 General Election,Statewide,Vanderburgh,Vanderburgh,Locality,United States Senator From Indiana,US Senator,30,"James Johnson, Jr. (W/I)",Other,0
